"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"38",2,1,4,2,1,2,2,1,2,3,2,1,1,1,3,5,2,2,1,1,2,1,2,1,3,4,2,4,2,4,4,2,1,3,4,4,2,3,2,5,1,1,1,2,4,1,2,4,3,3
"39",2,4,1,1,3,4,2,2,2,3,1,2,1,1,5,2,1,1,3,1,2,1,2,1,1,4,3,3,3,4,2,2,5,1,1,2,1,4,1,3,2,2,3,3,3,2,2,1,2,3
"40",1,2,4,2,3,3,3,2,2,2,3,2,3,3,1,5,1,2,3,1,4,4,2,2,2,3,2,3,1,1,3,2,2,1,4,1,2,4,2,1,3,2,3,4,3,2,1,3,3,2
"41",6,1,3,4,3,2,1,2,1,5,3,4,2,1,2,3,3,1,4,2,1,2,4,3,1,2,2,1,4,3,1,3,2,1,2,1,4,1,2,2,3,2,3,4,3,4,1,6,4,1
"42",1,2,3,4,1,3,2,1,1,2,2,2,3,2,3,1,3,3,1,4,1,2,3,3,2,7,1,2,3,5,1,1,1,2,1,2,2,2,2,1,1,4,1,1,1,1,1,1,5,1
"43",1,2,3,2,2,3,2,1,1,2,2,2,2,2,1,1,1,3,1,3,1,2,1,1,3,2,4,2,3,1,3,3,1,3,2,3,2,3,2,1,4,2,2,2,3,1,3,3,1,2
"44",1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,3,2,1,2,3,2,4,4,4,1,2,4,5,1,1,1,3,2,1,2,3,1,2,2,3,3,3,2,1,1,3,3
"45",1,2,1,1,2,3,4,3,1,3,2,4,3,2,1,4,1,1,3,4,1,2,5,2,3,1,3,4,1,1,3,3,4,3,1,2,2,1,6,2,2,2,2,3,1,3,3,1,1,1
"46",2,2,1,1,3,2,2,2,2,3,2,2,6,3,3,1,6,1,1,1,3,1,1,1,2,1,1,1,3,2,1,1,4,1,1,1,2,2,5,4,3,2,1,5,2,1,1,1,2,1
"47",1,1,2,1,2,4,2,1,3,1,1,2,1,1,2,3,1,2,3,3,1,1,2,4,1,1,5,1,2,1,2,4,2,2,2,2,2,4,1,6,2,3,1,2,2,2,3,1,1,1
"48",1,1,4,2,2,2,3,1,2,3,5,3,1,4,3,2,1,1,3,2,1,2,2,1,1,2,2,2,2,2,1,2,5,1,1,2,1,3,1,3,1,3,3,1,2,4,2,2,2,2
"49",4,2,5,4,2,3,3,1,4,1,1,2,1,1,2,1,2,2,2,2,4,2,1,3,4,2,1,1,3,2,3,3,1,2,1,3,2,1,2,1,1,3,3,4,1,1,1,3,1,3
"50",2,2,3,2,2,3,1,3,3,1,3,1,2,2,2,1,1,1,3,1,2,4,3,2,4,2,1,3,1,3,3,2,3,1,2,2,1,3,1,4,5,2,2,5,3,1,2,2,2,1
"51",2,2,3,2,1,2,3,5,2,4,1,3,2,2,2,1,3,2,3,5,4,1,4,2,1,1,3,1,3,4,1,3,2,1,3,3,3,2,3,4,3,4,1,2,2,2,4,2,3,2
"52",1,2,1,3,2,2,3,4,1,1,2,2,2,2,1,4,2,2,2,3,3,2,2,1,4,2,2,1,3,1,2,1,2,3,3,1,1,1,2,1,1,3,2,4,1,5,2,2,2,1
"53",2,1,1,3,3,3,2,3,5,2,4,1,4,1,3,2,3,1,3,1,1,4,3,2,4,3,1,1,2,1,4,2,3,2,1,1,2,1,3,1,2,3,3,1,2,3,2,4,3,2
"54",2,3,4,1,3,1,4,2,1,3,2,2,2,4,3,1,2,4,3,2,6,2,2,1,3,2,2,6,1,3,3,1,1,2,3,1,3,3,3,1,6,1,1,2,3,1,2,5,4,3
"55",3,2,3,3,1,1,1,2,4,2,2,3,5,5,3,1,3,5,1,1,2,2,2,1,3,1,1,2,1,2,5,2,1,3,2,1,4,1,4,3,2,1,1,1,1,3,3,1,3,2
"56",5,2,1,3,3,2,6,1,2,2,3,3,2,3,2,1,2,4,2,1,2,2,3,1,4,2,4,3,6,1,1,1,1,1,2,1,3,3,2,2,1,4,3,2,1,4,1,2,1,1
"57",1,1,1,2,1,1,1,3,1,3,3,2,2,2,4,1,2,3,2,1,2,3,3,3,3,4,4,1,1,1,6,3,2,1,2,4,4,4,4,1,2,2,1,1,2,1,2,1,3,3
"58",4,2,1,5,1,1,2,2,1,3,1,2,2,7,5,1,3,4,1,1,2,1,2,2,1,3,4,1,2,1,3,2,6,2,1,2,2,5,4,4,1,1,1,3,1,2,4,3,4,3
"59",2,1,2,1,2,1,4,2,2,1,4,2,1,3,2,1,3,3,3,4,4,1,3,1,3,3,1,1,1,2,4,4,2,1,2,2,2,2,1,1,3,1,1,1,5,1,3,1,1,2
"60",2,1,1,2,4,1,1,1,2,2,2,3,1,1,1,7,1,4,3,2,2,1,2,2,1,1,5,3,3,4,3,1,2,2,1,1,1,3,2,3,4,1,1,3,3,1,1,2,2,5
"61",1,1,3,1,1,4,3,3,5,4,4,3,2,6,1,2,2,4,1,2,2,2,3,2,1,1,2,4,1,1,2,1,3,3,2,2,2,1,3,1,6,2,3,3,2,1,3,1,3,3
"62",4,1,1,5,3,2,5,1,3,2,1,1,2,1,2,1,2,3,2,2,1,5,4,3,2,3,2,1,2,4,1,2,3,2,2,4,6,2,1,3,6,3,2,3,3,2,2,1,3,5
"63",4,2,5,3,3,2,4,3,4,1,5,1,3,1,1,2,1,1,4,1,3,2,5,1,2,1,1,1,1,2,4,3,2,3,2,3,3,1,1,2,1,2,2,1,2,3,2,1,3,2
"64",2,2,2,2,3,3,2,2,1,1,2,4,2,2,3,1,1,1,3,2,2,1,1,2,2,3,2,3,2,3,3,1,3,3,1,3,4,1,4,4,2,2,3,1,1,1,1,4,1,3
"65",4,5,5,5,3,2,2,2,1,1,1,1,2,2,5,2,2,3,2,2,1,3,4,4,1,3,4,1,3,4,2,1,3,2,4,3,2,1,3,4,3,2,1,2,3,2,2,3,2,2
"66",4,4,5,2,3,2,1,2,1,2,1,1,3,3,5,1,1,3,2,1,2,1,1,1,3,3,4,1,1,2,1,2,1,2,3,3,4,1,3,1,1,1,3,3,4,2,2,3,3,3
"67",3,2,3,2,3,3,1,1,1,2,1,4,2,3,1,2,1,1,1,1,3,2,2,2,2,5,1,3,1,2,5,2,1,1,1,3,4,2,3,3,3,3,2,1,4,1,2,4,2,1
"68",5,1,4,1,1,1,2,3,1,1,3,1,2,3,3,1,2,1,1,2,2,1,3,3,3,3,3,2,3,2,1,1,2,2,2,4,1,3,1,3,3,4,1,1,5,1,3,3,2,2
"69",2,2,3,1,2,1,3,4,8,2,6,2,1,2,3,2,1,1,4,1,2,4,2,3,1,2,1,2,2,1,1,3,3,2,1,3,3,1,2,3,3,1,1,3,7,4,4,1,5,4
"70",3,4,1,6,5,4,2,5,2,3,1,2,3,3,1,2,2,3,2,1,3,3,5,4,1,1,3,2,2,5,5,2,4,2,1,2,4,1,1,3,1,2,2,1,3,4,2,2,2,5
"71",1,4,1,1,1,3,2,5,3,1,4,1,2,3,3,2,5,5,5,1,2,3,2,1,2,2,2,2,1,2,3,1,2,2,3,1,1,9,2,2,2,2,4,3,3,2,1,2,1,2
"72",1,2,2,1,1,3,2,2,5,1,3,4,4,1,1,1,1,2,5,3,3,2,1,2,2,4,2,1,1,1,3,2,4,3,1,3,4,3,2,3,2,3,2,5,1,3,1,2,3,3
"73",3,1,4,4,2,3,3,1,1,3,3,3,2,2,3,2,1,1,2,2,2,1,3,2,2,1,1,2,1,3,4,1,2,2,3,2,1,1,1,3,3,1,3,3,3,4,1,2,2,2
"74",5,1,2,4,4,1,2,2,4,2,4,3,1,2,1,1,2,2,1,1,1,3,4,1,2,6,5,2,2,2,2,1,1,1,2,1,3,5,3,2,1,5,1,1,2,1,1,1,1,3
"75",2,1,2,1,1,3,3,1,3,3,1,5,1,3,1,1,3,3,1,1,1,4,4,2,2,2,2,1,2,3,2,1,2,2,2,2,1,1,1,2,3,2,2,2,3,2,5,1,3,4
"76",2,4,2,1,2,3,1,2,2,1,3,3,1,3,1,1,2,1,4,1,1,4,2,6,2,2,1,3,2,4,4,2,4,2,4,5,3,2,1,1,3,2,1,2,2,3,3,2,1,6
"77",3,3,1,2,3,3,2,1,3,2,1,5,1,1,2,1,2,3,1,1,2,1,6,4,1,3,4,1,2,1,3,4,4,2,1,3,2,5,4,3,2,2,2,4,2,1,1,2,1,3
"78",1,5,2,2,4,3,1,2,1,2,3,2,1,4,2,3,1,2,5,3,2,3,3,4,2,2,2,1,1,7,4,2,2,2,1,3,3,4,2,1,2,2,4,3,3,5,2,3,3,4
"79",2,3,2,1,3,1,4,4,2,2,1,5,3,5,1,1,1,1,1,4,2,5,2,3,1,2,3,1,3,3,3,2,1,3,3,2,3,2,1,1,1,4,3,2,2,2,4,4,1,1
"80",2,2,6,2,5,1,2,1,4,2,1,4,2,2,3,1,4,2,3,1,2,1,3,1,5,5,7,3,1,2,1,4,4,6,2,4,3,3,1,5,1,1,1,2,1,2,3,4,1,2
"81",3,3,2,2,2,2,3,2,2,1,1,2,1,2,3,3,2,1,2,1,4,4,1,1,3,3,2,1,3,2,3,5,2,3,4,3,1,4,1,1,3,1,5,2,2,3,2,2,2,3
"82",1,1,1,2,2,3,4,2,1,3,2,3,5,1,1,3,3,1,4,3,2,4,2,3,1,2,2,2,1,4,1,1,1,3,3,1,3,2,1,1,2,1,2,3,5,5,1,1,2,3
"83",1,4,1,1,3,1,2,2,5,2,1,1,1,1,2,4,3,1,1,5,3,1,2,2,2,1,3,1,3,4,2,3,2,1,2,4,2,1,2,1,3,3,2,4,3,2,4,2,1,1
"84",2,1,2,3,2,1,3,2,2,3,4,2,1,2,2,3,3,1,1,1,1,2,2,1,2,2,2,1,1,1,3,2,3,4,2,2,7,1,2,4,2,1,1,1,1,1,1,2,5,1
"85",3,2,4,3,3,3,1,2,3,2,1,3,3,4,3,4,4,4,2,1,1,3,1,3,2,5,1,3,4,1,3,3,2,1,4,3,1,1,5,2,1,2,3,2,2,1,1,2,1,8
"86",5,1,3,1,1,2,3,3,2,8,1,3,1,4,2,1,2,2,1,1,2,3,2,2,1,2,2,1,1,2,5,3,5,2,3,1,2,2,1,3,2,4,3,4,4,2,3,2,1,3
"87",1,2,6,5,1,1,4,3,2,3,3,3,1,1,2,2,2,2,1,2,3,4,2,2,2,2,2,3,2,2,4,3,2,2,1,1,3,1,4,1,5,4,1,1,3,4,1,1,1,3
"88",4,1,1,5,1,1,2,1,7,4,1,3,1,2,1,2,2,3,2,3,1,1,1,3,3,2,1,1,2,2,4,3,2,1,4,5,4,7,2,2,3,1,1,3,2,2,4,4,4,2
"89",1,1,5,3,4,1,2,1,3,1,4,1,3,1,5,1,2,4,4,1,1,3,4,1,3,2,3,3,3,1,5,2,1,3,4,1,2,1,3,4,2,2,2,3,3,3,1,2,1,5
"90",1,3,4,3,5,2,5,1,3,2,2,7,1,3,2,2,1,4,4,2,3,5,1,3,1,2,1,2,1,1,3,1,2,1,5,2,2,2,2,5,3,2,2,3,4,2,1,2,3,2
"91",1,2,2,3,6,1,2,4,3,4,2,3,1,1,3,2,2,3,2,2,6,1,1,3,3,1,7,5,4,3,4,3,5,2,3,2,4,1,1,2,3,2,3,1,2,1,5,1,1,2
"92",4,2,2,1,3,5,2,1,3,2,2,1,1,2,1,3,1,2,2,1,1,1,2,1,3,2,1,3,2,5,1,1,3,2,2,3,1,2,2,2,4,1,4,4,4,2,2,2,3,3
"93",2,1,5,1,2,1,2,3,1,4,1,1,1,4,1,2,3,2,2,2,6,4,2,4,1,1,1,3,1,3,1,4,3,1,2,1,2,1,2,1,2,1,2,1,1,5,1,2,1,2
"94",3,6,4,3,2,5,2,2,1,5,2,1,7,1,2,1,1,2,4,1,1,2,3,1,2,2,1,1,3,1,1,1,5,2,2,2,3,3,3,4,2,8,3,1,1,3,2,6,3,4
"95",4,1,1,1,4,2,2,2,1,2,1,2,2,1,2,1,2,1,2,3,2,1,1,4,2,2,1,2,2,4,1,5,1,2,6,4,2,1,5,2,3,3,5,3,1,3,2,1,3,3
"96",1,3,2,3,3,3,3,1,1,2,3,1,3,3,2,2,1,1,1,3,5,3,4,1,6,3,3,1,2,4,1,3,3,2,2,2,1,1,2,3,2,1,2,1,2,6,3,1,4,1
"97",2,4,3,1,2,2,2,1,1,4,2,1,3,2,3,4,1,3,1,3,3,3,3,1,3,5,2,2,3,1,4,2,1,4,3,4,2,1,1,3,3,4,1,1,3,2,2,4,2,2
"98",1,2,4,6,2,2,2,2,2,3,3,1,5,5,1,1,2,1,4,3,4,3,4,2,4,1,1,3,2,2,2,2,1,1,2,2,3,4,1,1,1,1,3,1,3,2,2,1,2,1
"99",1,3,3,1,1,2,2,2,1,4,1,3,1,2,2,5,2,2,2,3,3,1,3,4,3,1,4,3,2,1,2,2,1,4,3,1,2,3,2,2,3,1,2,2,2,2,7,2,3,3
"100",1,1,3,2,5,2,3,6,3,3,3,2,3,5,1,4,1,2,4,3,1,1,3,3,3,5,2,2,3,3,5,3,1,3,2,4,6,2,5,1,1,1,3,2,2,2,3,3,6,5
